ZTSJ6537120: 48.682.994/3446-75<->74.191.138/6225-74
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
0578639: 842086456kg (3160373%)
3334598: 1431130692kg (909456695%)
OBKJ2777623: 9420kg (54%)
3334598: 1431130692kg (909456695%)
OBKJ2777623: 9420kg (54%)
VHHZ6257191: 13893kg (122%)
VHHZ6257191: 13893kg (122%)
VQFJ2620017: 8862kg (81%)
VQFJ2620017: 8862kg (81%)
LXZU3834946: 15036kg (133%)
LXZU3834946: 15036kg (133%)
QFKJ5173000: 8171kg (74%)
XNZJ7014009: 15745kg (58%)
PAQJ0733790: 19188kg (65%)
PAQJ0733790: 19188kg (65%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
8971808: 1430801745kg (959985201%)
KGTJ8971808: 10893kg (51%)
RGXJ4871591: 14250kg (100%)
8971808: 1430801745kg (959985201%)
RGXJ4871591: 14250kg (100%)
8971808: 1430801745kg (959985201%)
RGXJ4871591: 14250kg (100%)
8971808: 1430801745kg (959985201%)
RGXJ4871591: 14250kg (100%)
RGXJ4871591: 14250kg (100%)
8971808: 1430801745kg (959985201%)
KGTJ8971808: 10893kg (51%)
RGXJ4871591: 14250kg (100%)
8971808: 1430801745kg (959985201%)
RGXJ4871591: 14250kg (100%)
8971808: 1430801745kg (959985201%)
3334598: 1431130692kg (909456695%)
OBKJ2777623: 9420kg (54%)
3334598: 1431130692kg (909456695%)
OBKJ2777623: 9420kg (54%)
VHHZ6257191: 13893kg (122%)
VHHZ6257191: 13893kg (122%)
VQFJ2620017: 8862kg (81%)
VQFJ2620017: 8862kg (81%)
LXZU3834946: 15036kg (133%)
LXZU3834946: 15036kg (133%)
QFKJ5173000: 8171kg (74%)
XNZJ7014009: 15745kg (58%)
PAQJ0733790: 19188kg (65%)
PAQJ0733790: 19188kg (65%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
0578639: 842086456kg (3160373%)
3334598: 1431130692kg (909456695%)
OBKJ2777623: 9420kg (54%)
3334598: 1431130692kg (909456695%)
OBKJ2777623: 9420kg (54%)
VHHZ6257191: 13893kg (122%)
VHHZ6257191: 13893kg (122%)
VQFJ2620017: 8862kg (81%)
VQFJ2620017: 8862kg (81%)
LXZU3834946: 15036kg (133%)
LXZU3834946: 15036kg (133%)
QFKJ5173000: 8171kg (74%)
XNZJ7014009: 15745kg (58%)
PAQJ0733790: 19188kg (65%)
PAQJ0733790: 19188kg (65%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
0578639: 842086456kg (3160373%)
3334598: 1431130692kg (909456695%)
OBKJ2777623: 9420kg (54%)
3334598: 1431130692kg (909456695%)
OBKJ2777623: 9420kg (54%)
VHHZ6257191: 13893kg (122%)
VHHZ6257191: 13893kg (122%)
VQFJ2620017: 8862kg (81%)
VQFJ2620017: 8862kg (81%)
LXZU3834946: 15036kg (133%)
LXZU3834946: 15036kg (133%)
QFKJ5173000: 8171kg (74%)
XNZJ7014009: 15745kg (58%)
PAQJ0733790: 19188kg (65%)
PAQJ0733790: 19188kg (65%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
8971808: 1430801745kg (959985201%)
KGTJ8971808: 10893kg (51%)
RGXJ4871591: 14250kg (100%)
8971808: 1430801745kg (959985201%)
RGXJ4871591: 14250kg (100%)
8971808: 1430801745kg (959985201%)
RGXJ4871591: 14250kg (100%)
8971808: 1430801745kg (959985201%)
RGXJ4871591: 14250kg (100%)
RGXJ4871591: 14250kg (100%)
8971808: 1430801745kg (959985201%)
KGTJ8971808: 10893kg (51%)
RGXJ4871591: 14250kg (100%)
8971808: 1430801745kg (959985201%)
RGXJ4871591: 14250kg (100%)
8971808: 1430801745kg (959985201%)
3334598: 1431130692kg (909456695%)
OBKJ2777623: 9420kg (54%)
3334598: 1431130692kg (909456695%)
OBKJ2777623: 9420kg (54%)
VHHZ6257191: 13893kg (122%)
VHHZ6257191: 13893kg (122%)
VQFJ2620017: 8862kg (81%)
VQFJ2620017: 8862kg (81%)
LXZU3834946: 15036kg (133%)
LXZU3834946: 15036kg (133%)
QFKJ5173000: 8171kg (74%)
XNZJ7014009: 15745kg (58%)
PAQJ0733790: 19188kg (65%)
PAQJ0733790: 19188kg (65%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
0578639: 842086456kg (3160373%)
3334598: 1431130692kg (909456695%)
OBKJ2777623: 9420kg (54%)
3334598: 1431130692kg (909456695%)
OBKJ2777623: 9420kg (54%)
VHHZ6257191: 13893kg (122%)
VHHZ6257191: 13893kg (122%)
VQFJ2620017: 8862kg (81%)
VQFJ2620017: 8862kg (81%)
LXZU3834946: 15036kg (133%)
LXZU3834946: 15036kg (133%)
QFKJ5173000: 8171kg (74%)
XNZJ7014009: 15745kg (58%)
PAQJ0733790: 19188kg (65%)
PAQJ0733790: 19188kg (65%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
0578639: 842086456kg (3160373%)
3334598: 1431130692kg (909456695%)
OBKJ2777623: 9420kg (54%)
3334598: 1431130692kg (909456695%)
OBKJ2777623: 9420kg (54%)
VHHZ6257191: 13893kg (122%)
VHHZ6257191: 13893kg (122%)
VQFJ2620017: 8862kg (81%)
VQFJ2620017: 8862kg (81%)
LXZU3834946: 15036kg (133%)
LXZU3834946: 15036kg (133%)
QFKJ5173000: 8171kg (74%)
XNZJ7014009: 15745kg (58%)
PAQJ0733790: 19188kg (65%)
PAQJ0733790: 19188kg (65%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
017: 959985460kg (3750195%)
VQFJ2620017: 8862kg (81%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
790: 1514752088kg (808726583%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
4792958: 1515081553kg (960051506%)
4792958: 1515081553kg (960051506%)
GVGZ6673015: 8200kg (40%)
138: 1245992769kg (959592505%)
RCDU4340572: 15692kg (136%)
ALRU4154289: 17399kg (139%)
ULSJ2118035: 12934kg (78%)
GKIJ5159211: 17305kg (171%)
JJQJ7164666: 12240kg (52%)
KKJZ9669014: 17919kg (161%)
ZWLU9514925: 12582kg (50%)
138: 1245992769kg (959592505%)
RCDU4340572: 15692kg (136%)
BXYZ4999881: 15537kg (150%)
NWTJ0159430: 11147kg (81%)
138: 1245992769kg (959592505%)
RCDU4340572: 15692kg (136%)
XYUZ6174094: 17590kg (163%)
XYUZ6174094: 17590kg (163%)
WTDU9467498: 12771kg (87%)
WTDU9467498: 12771kg (87%)
615: 1430607434kg (825766195%)
QUPZ7414946: 11770kg (106%)
SAWZ4580907: 17829kg (164%)
NQUJ9034824: 12698kg (123%)
CKCZ7474229: 17412kg (158%)
ACDJ4986075: 12084kg (120%)
9963667: 1246383956kg (943208503%)
EFOJ9963667: 13272kg (49%)
SYAZ8196850: 14857kg (145%)
ZPHU3295812: 8173kg (81%)
DZAZ3929870: 18834kg (171%)
SDIZ6251298: 15225kg (149%)
KMXJ8281496: 14672kg (146%)
VVTZ2866467: 11315kg (85%)
458: 1515475537kg (943273781%)
SDIZ6251298: 15225kg (149%)
GWMJ6394664: 13839kg (136%)
XGAZ8265355: 15213kg (126%)
664: 1431521618kg (959853621%)
TJTU8647870: 7655kg (50%)
DQTU6839756: 16110kg (130%)
OVFU0066488: 11774kg (114%)
BWBJ3403230: 15383kg (149%)
TFIU8402605: 15017kg (52%)
QGRJ3764622: 14944kg (136%)
KCLZ8437301: 15186kg (53%)
0375652: 1431262281kg (959919412%)
KCLZ8437301: 15186kg (53%)
0375652: 1431262281kg (959919412%)
KCLZ8437301: 15186kg (53%)
SGWJ0052838: 11160kg (86%)
YREJ0578639: 14140kg (135%)
YREJ0578639: 14140kg (135%)
IXTJ5312348: 10663kg (99%)
OBKJ2777623: 9420kg (54%)
DEMU8314984: 19316kg (191%)
WNPZ4900677: 18246kg (168%)
RGXJ4871591: 14250kg (100%)
RHZJ0287713: 16505kg (151%)
RHZJ0287713: 16505kg (151%)
SNBZ7286055: 17374kg (149%)
CXTZ7350985: 14269kg (94%)
8971808: 1430801745kg (959985201%)
